,gene_name,ribosomal_subunit
ENSG00000062598,ELMO2,False
ENSG00000062650,WAPAL,False
ENSG00000062716,VMP1,False
ENSG00000062725,APPBP2,False
ENSG00000062822,POLD1,False
ENSG00000063015,SEZ6,False
ENSG00000063046,EIF4B,False
ENSG00000063127,SLC6A16,False
ENSG00000063169,GLTSCR1,False
ENSG00000063177,RPL18,True
ENSG00000063180,CA11,False
ENSG00000063241,ISOC2,False
ENSG00000063244,U2AF2,False
ENSG00000063245,EPN1,False
ENSG00000063322,MED29,False
ENSG00000063438,AHRR,False
ENSG00000063515,GSC2,False
ENSG00000063587,ZNF275,False
ENSG00000063601,MTMR1,False
ENSG00000063660,GPC1,False
ENSG00000063761,ADCK1,False
ENSG00000063854,HAGH,False
ENSG00000063978,RNF4,False
ENSG00000064012,CASP8,False
ENSG00000064042,LIMCH1,False
ENSG00000064102,ASUN,False
ENSG00000064115,TM7SF3,False
ENSG00000064195,DLX3,False
ENSG00000064199,SPA17,False
ENSG00000064201,TSPAN32,False
ENSG00000064205,WISP2,False
ENSG00000064218,DMRT3,False
ENSG00000064225,ST3GAL6,False
ENSG00000064270,ATP2C2,False
ENSG00000064300,NGFR,False
ENSG00000064309,CDON,False
ENSG00000064313,TAF2,False
ENSG00000064393,HIPK2,False
ENSG00000064419,TNPO3,False
ENSG00000064489,MEF2BNB-MEF2B,False
ENSG00000064490,RFXANK,False
ENSG00000064545,TMEM161A,False
ENSG00000064547,LPAR2,False
ENSG00000064601,CTSA,False
ENSG00000064607,SUGP2,False
ENSG00000064651,SLC12A2,False
ENSG00000064652,SNX24,False
ENSG00000064655,EYA2,False
ENSG00000064666,CNN2,False
ENSG00000064687,ABCA7,False
ENSG00000064692,SNCAIP,False
ENSG00000064703,DDX20,False
ENSG00000064726,BTBD1,False
ENSG00000064763,FAR2,False
ENSG00000064787,BCAS1,False
ENSG00000064886,CHI3L2,False
ENSG00000064932,SBNO2,False
ENSG00000064933,PMS1,False
ENSG00000064961,HMG20B,False
ENSG00000064989,CALCRL,False
ENSG00000064995,TAF11,False
ENSG00000064999,ANKS1A,False
ENSG00000065000,AP3D1,False
ENSG00000065029,ZNF76,False
ENSG00000065054,SLC9A3R2,False
ENSG00000065057,NTHL1,False
ENSG00000065060,UHRF1BP1,False
ENSG00000065135,GNAI3,False
ENSG00000065150,IPO5,False
ENSG00000065154,OAT,False
ENSG00000065183,WDR3,False
ENSG00000065243,PKN2,False
ENSG00000065268,WDR18,False
ENSG00000065308,TRAM2,False
ENSG00000065320,NTN1,False
ENSG00000065325,GLP2R,False
ENSG00000065328,MCM10,False
ENSG00000065357,DGKA,False
ENSG00000065361,ERBB3,False
ENSG00000065371,ROPN1,False
ENSG00000065413,ANKRD44,False
ENSG00000065427,KARS,False
ENSG00000065457,ADAT1,False
ENSG00000065485,PDIA5,False
ENSG00000065491,TBC1D22B,False
ENSG00000065518,NDUFB4,False
ENSG00000065526,SPEN,False
ENSG00000065534,MYLK,False
ENSG00000065548,ZC3H15,False
ENSG00000065559,MAP2K4,False
ENSG00000065600,TMEM206,False
ENSG00000065609,SNAP91,False
ENSG00000065613,SLK,False
ENSG00000065615,CYB5R4,False
ENSG00000065618,COL17A1,False
ENSG00000065621,GSTO2,False
ENSG00000065665,SEC61A2,False
ENSG00000065675,PRKCQ,False
ENSG00000065717,TLE2,False
ENSG00000065802,ASB1,False
ENSG00000065809,FAM107B,False
ENSG00000065833,ME1,False
ENSG00000065882,TBC1D1,False
ENSG00000065883,CDK13,False
ENSG00000065911,MTHFD2,False
ENSG00000065923,SLC9A7,False
ENSG00000065970,FOXJ2,False
ENSG00000065978,YBX1,False
ENSG00000065989,PDE4A,False
ENSG00000066027,PPP2R5A,False
ENSG00000066032,CTNNA2,False
ENSG00000066044,ELAVL1,False
ENSG00000066056,TIE1,False
ENSG00000066084,DIP2B,False
ENSG00000066117,SMARCD1,False
ENSG00000066135,KDM4A,False
ENSG00000066136,NFYC,False
ENSG00000066185,ZMYND12,False
ENSG00000066230,SLC9A3,False
ENSG00000066248,NGEF,False
ENSG00000066279,ASPM,False
ENSG00000066294,CD84,False
ENSG00000066322,ELOVL1,False
ENSG00000066336,SPI1,False
ENSG00000066379,ZNRD1,False
ENSG00000066382,MPPED2,False
ENSG00000066405,CLDN18,False
ENSG00000066422,ZBTB11,False
ENSG00000066427,ATXN3,False
ENSG00000066455,GOLGA5,False
ENSG00000066468,FGFR2,False
ENSG00000066557,LRRC40,False
ENSG00000066583,ISOC1,False
ENSG00000066629,EML1,False
ENSG00000066651,TRMT11,False
ENSG00000066654,THUMPD1,False
ENSG00000066697,MSANTD3,False
ENSG00000066735,KIF26A,False
ENSG00000066739,ATG2B,False
ENSG00000066777,ARFGEF1,False
ENSG00000066813,ACSM2B,False
ENSG00000066827,ZFAT,False
ENSG00000066855,MTFR1,False
ENSG00000066923,STAG3,False
ENSG00000066926,FECH,False
ENSG00000066933,MYO9A,False
ENSG00000067048,DDX3Y,False
ENSG00000067057,PFKP,False
ENSG00000067064,IDI1,False
ENSG00000067066,SP100,False
ENSG00000067082,KLF6,False
ENSG00000067113,PPAP2A,False
ENSG00000067141,NEO1,False
ENSG00000067167,TRAM1,False
ENSG00000067177,PHKA1,False
ENSG00000067182,TNFRSF1A,False
ENSG00000067191,CACNB1,False
ENSG00000067208,EVI5,False
ENSG00000067221,STOML1,False
ENSG00000067225,PKM,False
ENSG00000067248,DHX29,False
ENSG00000067334,DNTTIP2,False
ENSG00000067365,METTL22,False
ENSG00000067369,TP53BP1,False
ENSG00000067445,TRO,False
ENSG00000067533,RRP15,False
ENSG00000067560,RHOA,False
ENSG00000067596,DHX8,False
ENSG00000067606,PRKCZ,False
ENSG00000067646,ZFY,False
ENSG00000067704,IARS2,False
ENSG00000067715,SYT1,False
ENSG00000067798,NAV3,False
ENSG00000067829,IDH3G,False
ENSG00000067836,ROGDI,False
ENSG00000067840,PDZD4,False
ENSG00000067842,ATP2B3,False
ENSG00000067900,ROCK1,False
ENSG00000067955,CBFB,False
ENSG00000067992,PDK3,False
ENSG00000068001,HYAL2,False
ENSG00000068024,HDAC4,False
ENSG00000068028,RASSF1,False
ENSG00000068078,FGFR3,False
ENSG00000068079,IFI35,False
ENSG00000068097,HEATR6,False
ENSG00000068120,COASY,False
ENSG00000068137,PLEKHH3,False
ENSG00000068305,MEF2A,False
ENSG00000068308,OTUD5,False
ENSG00000068323,TFE3,False
ENSG00000068354,TBC1D25,False
ENSG00000068366,ACSL4,False
ENSG00000068383,INPP5A,False
ENSG00000068394,GPKOW,False
ENSG00000068400,GRIPAP1,False
ENSG00000068438,FTSJ1,False
ENSG00000068489,PRR11,False
ENSG00000068615,REEP1,False
ENSG00000068650,ATP11A,False
ENSG00000068654,POLR1A,False
ENSG00000068697,LAPTM4A,False
ENSG00000068724,TTC7A,False
ENSG00000068745,IP6K2,False
ENSG00000068781,STON1-GTF2A1L,False
ENSG00000068784,SRBD1,False
ENSG00000068796,KIF2A,False
ENSG00000068831,RASGRP2,False
ENSG00000068878,PSME4,False
ENSG00000068885,IFT80,False
ENSG00000068903,SIRT2,False
ENSG00000068912,ERLEC1,False
ENSG00000068971,PPP2R5B,False
ENSG00000068976,PYGM,False
ENSG00000068985,PAGE1,False
ENSG00000069011,PITX1,False
ENSG00000069020,MAST4,False
ENSG00000069122,GPR116,False
ENSG00000069188,SDK2,False
ENSG00000069206,ADAM7,False
ENSG00000069248,NUP133,False
ENSG00000069275,NUCKS1,False
ENSG00000069329,VPS35,False
ENSG00000069345,DNAJA2,False
ENSG00000069399,BCL3,False
ENSG00000069424,KCNAB2,False
ENSG00000069431,ABCC9,False
ENSG00000069482,GAL,False
ENSG00000069493,CLEC2D,False
ENSG00000069509,FUNDC1,False
ENSG00000069535,MAOB,False
ENSG00000069667,RORA,False
ENSG00000069696,DRD4,False
ENSG00000069702,TGFBR3,False
ENSG00000069712,KIAA1107,False
ENSG00000069764,PLA2G10,False
ENSG00000069812,HES2,False
ENSG00000069849,ATP1B3,False
ENSG00000069869,NEDD4,False
ENSG00000069956,MAPK6,False
ENSG00000069966,GNB5,False
ENSG00000069974,RAB27A,False
ENSG00000069998,CECR5,False
ENSG00000070010,UFD1L,False
ENSG00000070018,LRP6,False
ENSG00000070019,GUCY2C,False
ENSG00000070031,SCT,False
ENSG00000070047,PHRF1,False
ENSG00000070061,IKBKAP,False
ENSG00000070081,NUCB2,False
ENSG00000070087,PFN2,False
ENSG00000070159,PTPN3,False
ENSG00000070182,SPTB,False
ENSG00000070190,DAPP1,False
ENSG00000070193,FGF10,False
ENSG00000070214,SLC44A1,False
ENSG00000070269,TMEM260,False
ENSG00000070366,SMG6,False
ENSG00000070367,EXOC5,False
ENSG00000070371,CLTCL1,False
ENSG00000070404,FSTL3,False
ENSG00000070413,DGCR2,False
ENSG00000070423,RNF126,False
ENSG00000070444,MNT,False
ENSG00000070476,ZXDC,False
ENSG00000070495,JMJD6,False
ENSG00000070501,POLB,False
ENSG00000070526,ST6GALNAC1,False
ENSG00000070540,WIPI1,False
ENSG00000070601,FRMPD1,False
ENSG00000070610,GBA2,False
ENSG00000070614,NDST1,False
ENSG00000070669,ASNS,False
ENSG00000070718,AP3M2,False
ENSG00000070729,CNGB1,False
ENSG00000070731,ST6GALNAC2,False
ENSG00000070756,PABPC1,False
ENSG00000070759,TESK2,False
ENSG00000070761,CFAP20,False
ENSG00000070770,CSNK2A2,False
ENSG00000070778,PTPN21,False
ENSG00000070785,EIF2B3,False
ENSG00000070808,CAMK2A,False
ENSG00000070814,TCOF1,False
ENSG00000070831,CDC42,False
ENSG00000070882,OSBPL3,False
ENSG00000070886,EPHA8,False
ENSG00000070915,SLC12A3,False
ENSG00000070950,RAD18,False
ENSG00000070961,ATP2B1,False
ENSG00000071051,NCK2,False
ENSG00000071054,MAP4K4,False
ENSG00000071073,MGAT4A,False
ENSG00000071082,RPL31,True
ENSG00000071127,WDR1,False
ENSG00000071189,SNX13,False
ENSG00000071203,MS4A12,False
ENSG00000071205,ARHGAP10,False
ENSG00000071242,RPS6KA2,True
ENSG00000071243,ING3,False
ENSG00000071246,VASH1,False
ENSG00000071282,LMCD1,False
ENSG00000071462,WBSCR22,False
ENSG00000071537,SEL1L,False
ENSG00000071539,TRIP13,False
ENSG00000071553,ATP6AP1,False
ENSG00000071564,TCF3,False
ENSG00000071575,TRIB2,False
ENSG00000071626,DAZAP1,False
ENSG00000071655,MBD3,False
ENSG00000071794,HLTF,False
ENSG00000071859,FAM50A,False
ENSG00000071889,FAM3A,False
ENSG00000071894,CPSF1,False
ENSG00000071909,MYO3B,False
ENSG00000071967,CYBRD1,False
ENSG00000071991,CDH19,False
ENSG00000071994,PDCD2,False
ENSG00000072041,SLC6A15,False
ENSG00000072042,RDH11,False
ENSG00000072062,PRKACA,False
ENSG00000072071,LPHN1,False
ENSG00000072080,SPP2,False
ENSG00000072110,ACTN1,False
ENSG00000072121,ZFYVE26,False
ENSG00000072133,RPS6KA6,True
ENSG00000072134,EPN2,False
ENSG00000072135,PTPN18,False
ENSG00000072163,LIMS2,False
ENSG00000072195,SPEG,False
ENSG00000072201,LNX1,False
ENSG00000072210,ALDH3A2,False
ENSG00000072274,TFRC,False
ENSG00000072310,SREBF1,False
ENSG00000072315,TRPC5,False
ENSG00000072364,AFF4,False
ENSG00000072401,UBE2D1,False
ENSG00000072415,MPP5,False
ENSG00000072422,RHOBTB1,False
ENSG00000072501,SMC1A,False
ENSG00000072506,HSD17B10,False
ENSG00000072518,MARK2,False
ENSG00000072571,HMMR,False
ENSG00000072609,CHFR,False
ENSG00000072657,TRHDE,False
ENSG00000072682,P4HA2,False
ENSG00000072694,FCGR2B,False
ENSG00000072736,NFATC3,False
ENSG00000072756,TRNT1,False
ENSG00000072778,ACADVL,False
ENSG00000072786,STK10,False
ENSG00000072803,FBXW11,False
ENSG00000072818,ACAP1,False
ENSG00000072832,CRMP1,False
ENSG00000072840,EVC,False
ENSG00000072849,DERL2,False
ENSG00000072858,SIDT1,False
ENSG00000072864,NDE1,False
ENSG00000072952,MRVI1,False
ENSG00000072954,TMEM38A,False
ENSG00000072958,AP1M1,False
ENSG00000073008,PVR,False
ENSG00000073050,XRCC1,False
ENSG00000073060,SCARB1,False
ENSG00000073111,MCM2,False
ENSG00000073146,MOV10L1,False
ENSG00000073150,PANX2,False
ENSG00000073169,SELO,False
ENSG00000073282,TP63,False
ENSG00000073331,ALPK1,False
ENSG00000073350,LLGL2,False
ENSG00000073417,PDE8A,False
ENSG00000073464,CLCN4,False
ENSG00000073536,NLE1,False
ENSG00000073578,SDHA,False
ENSG00000073584,SMARCE1,False
ENSG00000073598,FNDC8,False
ENSG00000073605,GSDMB,False
ENSG00000073614,KDM5A,False
ENSG00000073670,ADAM11,False
ENSG00000073711,PPP2R3A,False
ENSG00000073712,FERMT2,False
ENSG00000073734,ABCB11,False
ENSG00000073737,DHRS9,False
ENSG00000073754,CD5L,False
ENSG00000073756,PTGS2,False
ENSG00000073792,IGF2BP2,False
ENSG00000073803,MAP3K13,False
ENSG00000073849,ST6GAL1,False
ENSG00000073861,TBX21,False
ENSG00000073910,FRY,False
ENSG00000073921,PICALM,False
ENSG00000073969,NSF,False
ENSG00000074047,GLI2,False
ENSG00000074054,CLASP1,False
ENSG00000074071,MRPS34,True
ENSG00000074181,NOTCH3,False
ENSG00000074201,CLNS1A,False
ENSG00000074211,PPP2R2C,False
ENSG00000074219,TEAD2,False
ENSG00000074266,EED,False
ENSG00000074276,CDHR2,False
ENSG00000074317,SNCB,False
ENSG00000074319,TSG101,False
ENSG00000074356,C17orf85,False
ENSG00000074370,ATP2A3,False
ENSG00000074410,CA12,False
ENSG00000074416,MGLL,False
ENSG00000074527,NTN4,False
ENSG00000074582,BCS1L,False
ENSG00000074590,NUAK1,False
ENSG00000074603,DPP8,False
ENSG00000074621,SLC24A1,False
ENSG00000074657,ZNF532,False
ENSG00000074660,SCARF1,False
ENSG00000074695,LMAN1,False
ENSG00000074696,PTPLAD1,False
ENSG00000074706,IPCEF1,False
ENSG00000074755,ZZEF1,False
ENSG00000074800,ENO1,False
ENSG00000074803,SLC12A1,False
ENSG00000074842,C19orf10,False
ENSG00000074855,ANO8,False
ENSG00000074935,TUBE1,False
ENSG00000074964,ARHGEF10L,False
ENSG00000074966,TXK,False
ENSG00000075035,WSCD2,False
ENSG00000075043,KCNQ2,False
ENSG00000075073,TACR2,False
ENSG00000075089,ACTR6,False
ENSG00000075131,TIPIN,False
ENSG00000075142,SRI,False
ENSG00000075151,EIF4G3,False
ENSG00000075188,NUP37,False
ENSG00000075213,SEMA3A,False
ENSG00000075218,GTSE1,False
ENSG00000075223,SEMA3C,False
ENSG00000075234,TTC38,False
ENSG00000075239,ACAT1,False
ENSG00000075240,GRAMD4,False
ENSG00000075275,CELSR1,False
ENSG00000075292,ZNF638,False
ENSG00000075303,SLC25A40,False
ENSG00000075336,TIMM21,False
ENSG00000075340,ADD2,False
ENSG00000075391,RASAL2,False
ENSG00000075399,VPS9D1,False
ENSG00000075407,ZNF37A,False
ENSG00000075413,MARK3,False
ENSG00000075415,SLC25A3,False
ENSG00000075420,FNDC3B,False
ENSG00000075426,FOSL2,False
ENSG00000075429,CACNG5,False
ENSG00000075461,CACNG4,False
ENSG00000075539,FRYL,False
ENSG00000075568,TMEM131,False
ENSG00000075618,FSCN1,False
ENSG00000075624,ACTB,False
ENSG00000075643,MOCOS,False
ENSG00000075651,PLD1,False
ENSG00000075673,ATP12A,False
ENSG00000075702,WDR62,False
ENSG00000075711,DLG1,False
ENSG00000075785,RAB7A,False
ENSG00000075790,BCAP29,False
ENSG00000075826,SEC31B,False
ENSG00000075856,SART3,False
ENSG00000075884,ARHGAP15,False
ENSG00000075886,TUBA3D,False
ENSG00000075891,PAX2,False
ENSG00000075914,EXOSC7,False
ENSG00000075945,KIFAP3,False
ENSG00000075975,MKRN2,False
ENSG00000076003,MCM6,False
ENSG00000076043,REXO2,False
ENSG00000076053,RBM7,False
ENSG00000076067,RBMS2,False
ENSG00000076108,BAZ2A,False
ENSG00000076201,PTPN23,False
ENSG00000076242,MLH1,False
ENSG00000076248,UNG,False
ENSG00000076258,FMO4,False
ENSG00000076321,KLHL20,False
ENSG00000076344,RGS11,False
ENSG00000076351,SLC46A1,False
ENSG00000076356,PLXNA2,False
ENSG00000076382,SPAG5,False
ENSG00000076513,ANKRD13A,False
ENSG00000076554,TPD52,False
ENSG00000076555,ACACB,False
ENSG00000076604,TRAF4,False
ENSG00000076641,PAG1,False
ENSG00000076650,GPATCH1,False
ENSG00000076662,ICAM3,False
ENSG00000076685,NT5C2,False
ENSG00000076706,MCAM,False
ENSG00000076716,GPC4,False
ENSG00000076770,MBNL3,False
ENSG00000076826,CAMSAP3,False
ENSG00000076864,RAP1GAP,False
ENSG00000076924,XAB2,False
ENSG00000076928,ARHGEF1,False
ENSG00000076944,STXBP2,False
ENSG00000076984,MAP2K7,False
ENSG00000077009,NMRK2,False
ENSG00000077044,DGKD,False
ENSG00000077063,CTTNBP2,False
ENSG00000077080,ACTL6B,False
ENSG00000077092,RARB,False
ENSG00000077097,TOP2B,False
ENSG00000077147,TM9SF3,False
ENSG00000077150,NFKB2,False
ENSG00000077152,UBE2T,False
ENSG00000077157,PPP1R12B,False
ENSG00000077232,DNAJC10,False
ENSG00000077235,GTF3C1,False
ENSG00000077238,IL4R,False
ENSG00000077254,USP33,False
ENSG00000077264,PAK3,False
ENSG00000077274,CAPN6,False
ENSG00000077279,DCX,False
ENSG00000077312,SNRPA,False
ENSG00000077327,SPAG6,False
ENSG00000077348,EXOSC5,False
ENSG00000077380,DYNC1I2,False
ENSG00000077420,APBB1IP,False
ENSG00000077454,LRCH4,False
ENSG00000077458,FAM76B,False
ENSG00000077463,SIRT6,False
ENSG00000077498,TYR,False
ENSG00000077514,POLD3,False
ENSG00000077522,ACTN2,False
ENSG00000077549,CAPZB,False
ENSG00000077585,GPR137B,False
ENSG00000077616,NAALAD2,False
ENSG00000077684,JADE1,False
ENSG00000077713,SLC25A43,False
ENSG00000077721,UBE2A,False
ENSG00000077782,FGFR1,False
ENSG00000077800,FKBP6,False
ENSG00000077935,SMC1B,False
ENSG00000077942,FBLN1,False
ENSG00000077943,ITGA8,False
ENSG00000077984,CST7,False
ENSG00000078018,MAP2,False
ENSG00000078043,PIAS2,False
ENSG00000078053,AMPH,False
ENSG00000078061,ARAF,False
ENSG00000078070,MCCC1,False
ENSG00000078081,LAMP3,False
ENSG00000078098,FAP,False
ENSG00000078114,NEBL,False
ENSG00000078124,ACER3,False
ENSG00000078140,UBE2K,False
ENSG00000078142,PIK3C3,False
ENSG00000078177,N4BP2,False
ENSG00000078237,C12orf5,False
ENSG00000078246,TULP3,False
ENSG00000078269,SYNJ2,False
ENSG00000078295,ADCY2,False
ENSG00000078304,PPP2R5C,False
ENSG00000078328,RBFOX1,False
ENSG00000078369,GNB1,False
ENSG00000078399,HOXA9,False
ENSG00000078401,EDN1,False
ENSG00000078403,MLLT10,False
ENSG00000078487,ZCWPW1,False
ENSG00000078549,ADCYAP1R1,False
ENSG00000078579,FGF20,False
ENSG00000078589,P2RY10,False
ENSG00000078596,ITM2A,False
ENSG00000078618,NRD1,False
ENSG00000078668,VDAC3,False
ENSG00000078674,PCM1,False
ENSG00000078687,TNRC6C,False
ENSG00000078699,CBFA2T2,False
ENSG00000078725,BRINP1,False
ENSG00000078747,ITCH,False
ENSG00000078804,TP53INP2,False
ENSG00000078808,SDF4,False
ENSG00000078814,MYH7B,False
ENSG00000078898,BPIFB2,False
ENSG00000078902,TOLLIP,False
ENSG00000078967,UBE2D4,False
ENSG00000079101,CLUL1,False
ENSG00000079102,RUNX1T1,False
ENSG00000079112,CDH17,False
ENSG00000079134,THOC1,False
ENSG00000079150,FKBP7,False
ENSG00000079156,OSBPL6,False
ENSG00000079215,SLC1A3,False
ENSG00000079246,XRCC5,False
ENSG00000079257,LXN,False
ENSG00000079263,SP140,False
ENSG00000079277,MKNK1,False
ENSG00000079308,TNS1,False
ENSG00000079313,REXO1,False
ENSG00000079332,SAR1A,False
ENSG00000079335,CDC14A,False
ENSG00000079337,RAPGEF3,False
ENSG00000079385,CEACAM1,False
ENSG00000079387,SENP1,False
ENSG00000079393,DUSP13,False
ENSG00000079432,CIC,False
ENSG00000079435,LIPE,False
ENSG00000079459,FDFT1,False
ENSG00000079462,PAFAH1B3,False
ENSG00000079482,OPHN1,False
ENSG00000079557,AFM,False
ENSG00000079616,KIF22,False
ENSG00000079689,SCGN,False
ENSG00000079691,LRRC16A,False
ENSG00000079739,PGM1,False
ENSG00000079785,DDX1,False
ENSG00000079805,DNM2,False
ENSG00000079819,EPB41L2,False
ENSG00000079841,RIMS1,False
ENSG00000079931,MOXD1,False
ENSG00000079950,STX7,False
ENSG00000079974,RABL2B,False
ENSG00000079999,KEAP1,False
ENSG00000080007,DDX43,False
ENSG00000080031,PTPRH,False
ENSG00000080189,SLC35C2,False
ENSG00000080200,CRYBG3,False
ENSG00000080224,EPHA6,False
ENSG00000080293,SCTR,False
ENSG00000080298,RFX3,False
ENSG00000080345,RIF1,False
ENSG00000080371,RAB21,False
ENSG00000080493,SLC4A4,False
ENSG00000080503,SMARCA2,False
ENSG00000080511,RDH8,False
ENSG00000080546,SESN1,False
ENSG00000080561,MID2,False
ENSG00000080572,PIH1D3,False
ENSG00000080573,COL5A3,False
ENSG00000080603,SRCAP,False
ENSG00000080608,KIAA0020,False
ENSG00000080618,CPB2,False
ENSG00000080644,CHRNA3,False
ENSG00000080709,KCNN2,False
ENSG00000080802,CNOT4,False
ENSG00000080815,PSEN1,False
ENSG00000080819,CPOX,False
ENSG00000080822,CLDND1,False
ENSG00000080824,HSP90AA1,False
ENSG00000080839,RBL1,False
ENSG00000080845,DLGAP4,False
ENSG00000080854,IGSF9B,False
ENSG00000080910,CFHR2,False
ENSG00000080986,NDC80,False
ENSG00000081014,AP4E1,False
ENSG00000081019,RSBN1,False
ENSG00000081026,MAGI3,False
ENSG00000081041,CXCL2,False
ENSG00000081051,AFP,False
ENSG00000081052,COL4A4,False
ENSG00000081059,TCF7,False
ENSG00000081087,OSTM1,False
ENSG00000081138,CDH7,False
ENSG00000081148,IMPG2,False
ENSG00000081154,PCNP,False
ENSG00000081177,EXD2,False
ENSG00000081181,ARG2,False
ENSG00000081189,MEF2C,False
ENSG00000081237,PTPRC,False
ENSG00000081248,CACNA1S,False
ENSG00000081277,PKP1,False
ENSG00000081307,UBA5,False
ENSG00000081320,STK17B,False
ENSG00000081377,CDC14B,False
ENSG00000081386,ZNF510,False
ENSG00000081479,LRP2,False
ENSG00000081665,ZNF506,False
ENSG00000081692,JMJD4,False
ENSG00000081721,DUSP12,False
ENSG00000081760,AACS,False
ENSG00000081791,KIAA0141,False
ENSG00000081800,SLC13A1,False
ENSG00000081803,CADPS2,False
ENSG00000081818,PCDHB4,False
ENSG00000081842,PCDHA6,False
ENSG00000081870,HSPB11,False
ENSG00000081913,PHLPP1,False
ENSG00000081923,ATP8B1,False
ENSG00000081985,IL12RB2,False
ENSG00000082014,SMARCD3,False
ENSG00000082068,WDR70,False
ENSG00000082074,FYB,False
ENSG00000082146,STRADB,False
ENSG00000082153,BZW1,False
ENSG00000082175,PGR,False
ENSG00000082196,C1QTNF3,False
ENSG00000082212,ME2,False
ENSG00000082213,C5orf22,False
ENSG00000082258,CCNT2,False
ENSG00000082269,FAM135A,False
ENSG00000082293,COL19A1,False
ENSG00000082397,EPB41L3,False
ENSG00000082438,COBLL1,False
ENSG00000082458,DLG3,False
ENSG00000082482,KCNK2,False
ENSG00000082497,SERTAD4,False
ENSG00000082512,TRAF5,False
ENSG00000082515,MRPL22,True
ENSG00000082516,GEMIN5,False
ENSG00000082556,OPRK1,False
ENSG00000082641,NFE2L1,False
ENSG00000082684,SEMA5B,False
ENSG00000082701,GSK3B,False
ENSG00000082781,ITGB5,False
ENSG00000082805,ERC1,False
ENSG00000082898,XPO1,False
ENSG00000082929,C4orf6,False
ENSG00000082996,RNF13,False
ENSG00000083067,TRPM3,False
ENSG00000083093,PALB2,False
ENSG00000083097,DOPEY1,False
ENSG00000083099,LYRM2,False
ENSG00000083123,BCKDHB,False
ENSG00000083168,KAT6A,False
ENSG00000083223,ZCCHC6,False
ENSG00000083290,ULK2,False
ENSG00000083307,GRHL2,False
ENSG00000083312,TNPO1,False
ENSG00000083444,PLOD1,False
ENSG00000083454,P2RX5,False
ENSG00000083457,ITGAE,False
ENSG00000083520,DIS3,False
ENSG00000083535,PIBF1,False
ENSG00000083544,TDRD3,False
ENSG00000083635,NUFIP1,False
ENSG00000083642,PDS5B,False
ENSG00000083720,OXCT1,False
ENSG00000083750,RRAGB,False
ENSG00000083799,CYLD,False
ENSG00000083807,SLC27A5,False
ENSG00000083812,ZNF324,False
ENSG00000083814,ZNF671,False
ENSG00000083817,ZNF416,False
ENSG00000083828,ZNF586,False
ENSG00000083838,ZNF446,False
ENSG00000083844,ZNF264,False
ENSG00000083845,RPS5,True
ENSG00000083857,FAT1,False
ENSG00000083896,YTHDC1,False
ENSG00000083937,CHMP2B,False
ENSG00000084070,SMAP2,False
ENSG00000084072,PPIE,False
ENSG00000084073,ZMPSTE24,False
ENSG00000084090,STARD7,False
ENSG00000084092,NOA1,False
ENSG00000084093,REST,False
ENSG00000084110,HAL,False
ENSG00000084112,SSH1,False
ENSG00000084207,GSTP1,False
ENSG00000084234,APLP2,False
ENSG00000084444,KIAA1467,False
ENSG00000084453,SLCO1A2,False
ENSG00000084463,WBP11,False
ENSG00000084623,EIF3I,False
ENSG00000084628,NKAIN1,False
ENSG00000084636,COL16A1,False
ENSG00000084652,TXLNA,False
ENSG00000084674,APOB,False
ENSG00000084676,NCOA1,False
